frame_index,timestamp_s
0,2.462453
1,2.493528
2,2.527367
3,2.561001
4,2.608337
5,2.656584
6,2.692956
7,2.727471
8,2.762625
9,2.796873
10,2.841968
11,2.891082
12,2.940432
13,2.989597
14,3.038085
15,3.087889
16,3.138220
17,3.189296
18,3.238058
19,3.286832
20,3.336340
21,3.383190
22,3.434040
23,3.485269
24,3.535060
25,3.585429
26,3.633754
27,3.684721
28,3.734327
29,3.783740
30,3.834809
31,3.868586
32,3.905214
33,3.954636
34,4.003390
35,4.053678
36,4.104225
37,4.151987
38,4.206521
39,4.257072
40,4.312644
41,4.361452
42,4.412899
43,4.462611
44,4.511897
45,4.549833
46,4.600009
47,4.650998
48,4.702190
49,4.751338
50,4.802178
51,4.854210
52,4.904295
53,4.954427
54,5.002530
55,5.052488
56,5.102512
57,5.152001
58,5.200838
59,5.250571
60,5.301477
61,5.353109
62,5.412004
63,5.451034
64,5.499528
65,5.550146
66,5.599379
67,5.649028
68,5.699832
69,5.748862
70,5.795494
71,5.845303
72,5.893360
73,5.942877
74,5.993522
75,6.027436
76,6.076304
77,6.110969
78,6.162648
79,6.212029
80,6.263119
81,6.313684
82,6.347604
83,6.397952
84,6.436244
85,6.489270
86,6.540768
87,6.592439
88,6.648861
89,6.698788
90,6.748898
91,6.798166
92,6.847286
93,6.898181
94,6.947111
95,6.997110
96,7.047622
97,7.095911
98,7.135977
99,7.182983
100,7.233032
101,7.283058
102,7.326643
103,7.362651
104,7.396162
105,7.435184
106,7.483456
107,7.517906
108,7.567840
109,7.617995
110,7.668665
111,7.718053
112,7.768676
113,7.818194
114,7.854280
115,7.905037
116,7.954235
117,8.004788
118,8.053527
119,8.099844
120,8.154463
121,8.201569
122,8.251305
123,8.301323
124,8.352884
125,8.406601
126,8.455918
127,8.509113
128,8.557044
129,8.605621
130,8.641440
131,8.692469
132,8.744297
133,8.793411
134,8.827303
135,8.876709
136,8.928964
137,8.979237
138,9.027651
139,9.077016
140,9.125977
141,9.179145
142,9.231466
143,9.281557
144,9.331003
145,9.380626
146,9.430629
147,9.482569
148,9.519608
149,9.570218
150,9.620031
151,9.673253
152,9.721578
153,9.765629
154,9.817449
155,9.855354
156,9.903014
157,9.955130
158,10.004212
159,10.054770
160,10.102072
161,10.158466
162,10.221881
163,10.272089
164,10.306842
165,10.359262
166,10.415194
167,10.465846
168,10.517879
169,10.567616
170,10.618070
171,10.669881
172,10.718431
173,10.762652
174,10.815635
175,10.867151
176,10.915895
177,10.949544
178,11.000736
179,11.051720
180,11.099920
181,11.150369
182,11.199288
183,11.248228
184,11.298717
185,11.330224
186,11.379759
187,11.428378
188,11.477611
189,11.527121
190,11.562072
191,11.611239
192,11.659811
193,11.709824
194,11.755428
195,11.790436
196,11.826445
197,11.863637
198,11.899743
199,11.949090
200,11.998510
201,12.048661
202,12.103428
203,12.154861
204,12.188627
205,12.234332
206,12.270507
207,12.321743
208,12.370966
209,12.419338
210,12.470612
211,12.521571
212,12.569804
213,12.622257
214,12.671141
215,12.722482
216,12.769785
217,12.808508
218,12.864479
219,12.912237
220,12.962809
221,12.997828
222,13.046291
223,13.095785
224,13.146765
225,13.194547
226,13.246333
227,13.294939
228,13.345511
229,13.383750
230,13.436610
231,13.488432
232,13.536201
233,13.571518
234,13.620891
235,13.671148
236,13.720378
237,13.768415
238,13.818392
239,13.874651
240,13.921348
241,13.955633
242,14.006687
243,14.057781
244,14.105660
245,14.154622
246,14.202964
247,14.252107
248,14.301807
249,14.351425
250,14.400884
251,14.435369
252,14.485737
253,14.534227
254,14.585217
255,14.644524
256,14.678561
257,14.714568
258,14.748883
259,14.785397
260,14.822490
261,14.871284
262,14.905435
263,14.953772
264,15.002875
265,15.053908
266,15.102719
267,15.151590
268,15.200672
269,15.249431
270,15.302820
271,15.349692
272,15.387473
273,15.434357
274,15.487748
275,15.534625
276,15.587813
277,15.634686
278,15.687991
279,15.737831
280,15.790085
281,15.838883
282,15.888873
283,15.939052
284,15.991934
285,16.040013
286,16.087675
287,16.141060
288,16.189482
289,16.237080
290,16.272396
291,16.315741
292,16.364903
293,16.404474
294,16.454003
295,16.503286
296,16.550409
297,16.601760
298,16.651832
299,16.701398
300,16.749622
301,16.799438
302,16.848389
303,16.899170
304,16.946748
305,16.995490
306,17.047192
307,17.102781
308,17.134445
309,17.168839
310,17.204847
311,17.242857
312,17.277873
313,17.321741
314,17.371212
315,17.420641
316,17.469642
317,17.518140
318,17.568921
319,17.619334
320,17.668481
321,17.709952
322,17.744370
323,17.793659
324,17.846577
325,17.882211
326,17.934527
327,17.982093
328,18.032393
329,18.074914
330,18.123842
331,18.173752
332,18.209085
333,18.259413
334,18.311794
335,18.359066
336,18.410057
337,18.457649
338,18.508154
339,18.555951
340,18.606829
341,18.661104
342,18.715897
343,18.771768
344,18.819879
345,18.869252
346,18.920647
347,18.974449
348,19.019811
349,19.069669
350,19.118815
351,19.170339
352,19.218066
353,19.268305
354,19.317655
355,19.366933
356,19.417370
357,19.463869
358,19.500713
359,19.549520
360,19.598994
361,19.649401
362,19.698795
363,19.750166
364,19.790815
365,19.825822
366,19.864831
367,19.901590
368,19.952622
369,20.003152
370,20.051177
371,20.101299
372,20.150572
373,20.200781
374,20.250620
375,20.299404
376,20.348821
377,20.383044
378,20.432581
379,20.486559
380,20.535708
381,20.588171
382,20.638931
383,20.674142
384,20.723214
385,20.776412
386,20.824111
387,20.875041
388,20.924825
389,20.975864
390,21.024384
391,21.074489
392,21.124578
393,21.173984
394,21.224628
395,21.272164
396,21.321393
397,21.370022
398,21.419570
399,21.469409
400,21.503184
401,21.552564
402,21.592844
403,21.629343
404,21.663855
405,21.706405
406,21.739378
407,21.770082
408,21.820918
409,21.869128
410,21.920103
411,21.968582
412,22.018918
413,22.056646
414,22.105517
415,22.154752
416,22.203046
417,22.252096
418,22.301866
419,22.351945
420,22.402345
421,22.451206
422,22.493976
423,22.556483
424,22.609887
425,22.678784
426,22.725667
427,22.774900
428,22.823824
429,22.873312
430,22.922572
431,22.971366
432,23.020979
433,23.057122
434,23.105322
435,23.155095
436,23.206164
437,23.248244
438,23.311412
439,23.339415
440,23.373422
441,23.403025
442,23.437536
443,23.479621
444,23.525823
445,23.575443
446,23.626561
447,23.660928
448,23.709912
449,23.759881
450,23.808829
451,23.858838
452,23.908829
453,23.957643
454,24.007977
455,24.061063
456,24.118356
457,24.169309
458,24.218251
459,24.257856
460,24.306737
461,24.355442
462,24.405062
463,24.454925
464,24.523367
465,24.557539
466,24.607061
467,24.648143
468,24.701157
469,24.750383
470,24.801627
471,24.853481
472,24.921873
473,24.939626
474,24.987869
475,25.037861
476,25.094200
477,25.133407
478,25.184524
479,25.233972
480,25.287282
481,25.332302
482,25.381038
483,25.434801
484,25.482967
485,25.536134
486,25.584145
487,25.633518
488,25.674008
489,25.715328
490,25.765247
491,25.802088
492,25.852403
493,25.901774
494,25.951411
495,26.000786
496,26.036059
497,26.088123
498,26.141834
499,26.181615
500,26.231709
501,26.267427
502,26.317630
503,26.367556
504,26.420786
505,26.463621
506,26.498628
507,26.536142
508,26.569149
509,26.622741
510,26.672250
511,26.713571
512,26.762472
513,26.811735
514,26.867206
515,26.928760
516,26.977642
517,27.025907
518,27.073976
519,27.110714
520,27.152291
521,27.199696
522,27.250556
523,27.301411
524,27.350343
525,27.399318
526,27.450032
527,27.498370
528,27.548085
529,27.597969
530,27.644848
531,27.698246
532,27.740898
533,27.798482
534,27.854926
535,27.902738
536,27.940071
537,27.987523
538,28.036588
539,28.082545
540,28.125043
541,28.172348
542,28.211745
543,28.252034
544,28.301395
545,28.350503
546,28.399262
547,28.449235
548,28.499390
549,28.594510
550,28.647905
551,28.704557
552,28.753318
553,28.798184
554,28.846789
555,28.905407
556,28.938414
557,28.970422
558,29.000590
559,29.034291
560,29.082534
561,29.118859
562,29.167192
563,29.220068
564,29.265646
565,29.317909
566,29.366284
567,29.415437
568,29.450064
569,29.500270
570,29.550563
571,29.600442
572,29.651036
573,29.703928
574,29.755256
575,29.804896
576,29.865604
577,29.925387
578,29.960081
579,30.010602
580,30.059739
581,30.107468
582,30.157597
583,30.192120
584,30.244305
585,30.295360
586,30.345997
587,30.383293
588,30.417799
589,30.469075
590,30.517794
591,30.572624
592,30.621916
593,30.670290
594,30.711737
595,30.762195
596,30.810627
597,30.859333
598,30.909431
599,30.973162
600,31.024171
601,31.068953
602,31.109534
603,31.161826
604,31.192329
605,31.228309
606,31.263317
607,31.299325
608,31.340747
609,31.388951
610,31.438506
611,31.488097
612,31.536743
613,31.584777
614,31.618954
615,31.674054
616,31.724464
617,31.772467
618,31.808581
619,31.858907
620,31.908662
621,31.960327
622,32.008254
623,32.056411
624,32.099523
625,32.150577
626,32.211787
627,32.260808
628,32.312207
629,32.364718
630,32.414919
631,32.464638
632,32.499817
633,32.551823
634,32.606370
635,32.644278
636,32.694839
637,32.745346
638,32.797684
639,32.846828
640,32.895775
641,32.950144
642,32.993507
643,33.043230
644,33.092750
645,33.141708
646,33.191648
647,33.242020
648,33.290308
649,33.339599
650,33.389316
651,33.438107
652,33.486055
653,33.535119
654,33.586122
655,33.621095
656,33.658104
657,33.692702
658,33.728169
659,33.762177
660,33.807485
661,33.857562
662,33.906388
663,33.953619
664,34.005474
665,34.053924
666,34.104904
667,34.158300
668,34.209447
669,34.258030
670,34.307970
671,34.357098
672,34.393564
673,34.444892
674,34.500897
675,34.545593
676,34.594341
677,34.650010
678,34.703116
679,34.743783
680,34.794707
681,34.845531
682,34.895160
683,34.945679
684,34.997169
685,35.048455
686,35.083936
687,35.127554
688,35.187762
689,35.237274
690,35.286498
691,35.335697
692,35.388156
693,35.435809
694,35.484624
695,35.533869
696,35.583466
697,35.633461
698,35.683098
699,35.719860
700,35.766739
701,35.804500
702,35.840882
703,35.887760
704,35.928352
705,35.979188
706,36.029414
707,36.079241
708,36.138313
709,36.168985
710,36.200992
711,36.238000
712,36.272008
713,36.307016
714,36.356248
715,36.405322
716,36.454734
717,36.504539
718,36.553963
719,36.603013
720,36.653613
721,36.702745
722,36.751830
723,36.803360
724,36.853942
725,36.920120
726,36.953880
727,37.005365
728,37.055572
729,37.108482
730,37.157890
731,37.207437
732,37.254843
733,37.304143
734,37.352643
735,37.402957
736,37.452876
737,37.501230
738,37.552630
739,37.593495
740,37.638015
741,37.688339
742,37.744883
743,37.794486
744,37.843909
745,37.893919
746,37.942755
747,37.983788
748,38.034319
749,38.082870
750,38.119618
751,38.169282
752,38.218604
753,38.267412
754,38.315240
755,38.361633
756,38.408267
757,38.443274
758,38.476785
759,38.512298
760,38.563173
761,38.611062
762,38.661080
763,38.709335
764,38.759543
765,38.809862
766,38.861922
767,38.911085
768,38.952368
769,39.004230
770,39.053510
771,39.103824
772,39.137444
773,39.187663
774,39.221340
775,39.273077
776,39.322914
777,39.373821
778,39.422510
779,39.473449
780,39.510927
781,39.559609
782,39.609931
783,39.645177
784,39.694340
785,39.739173
786,39.786359
787,39.820128
788,39.867804
789,39.910022
790,39.957362
791,39.991741
792,40.038195
793,40.090674
794,40.142428
795,40.191992
796,40.231737
797,40.291991
798,40.334046
799,40.383365
800,40.420261
801,40.458933
802,40.505756
803,40.544867
804,40.592056
805,40.626379
806,40.677550
807,40.712967
808,40.762832
809,40.811870
810,40.861140
811,40.910968
812,40.958519
813,41.008438
814,41.058199
815,41.110099
816,41.160064
817,41.212895
818,41.255542
819,41.307554
820,41.338066
821,41.370071
822,41.408065
823,41.454942
824,41.507908
825,41.554786
826,41.592216
827,41.627899
828,41.684424
829,41.734546
830,41.792467
831,41.827089
832,41.877290
833,41.942116
834,41.993050
835,42.044163
836,42.125862
837,42.141499
838,42.167604
839,42.225686
840,42.284762
841,42.321093
842,42.375881
843,42.426353
844,42.470227
845,42.518975
846,42.568129
847,42.604519
848,42.655998
849,42.696462
850,42.742714
851,42.781073
852,42.830267
853,42.879373
854,42.928540
855,42.978482
856,43.028456
857,43.078300
858,43.127744
859,43.177570
860,43.228448
861,43.276239
862,43.327116
863,43.375459
864,43.416379
865,43.466339
866,43.515731
867,43.565695
868,43.615890
869,43.665693
870,43.715236
871,43.763326
872,43.815334
873,43.863368
874,43.917657
875,43.964563
876,43.999572
877,44.033579
878,44.069090
879,44.104623
880,44.153345
881,44.202218
882,44.251883
883,44.300117
884,44.349517
885,44.397922
886,44.432751
887,44.482041
888,44.530797
889,44.569115
890,44.616918
891,44.668598
892,44.717954
893,44.767822
894,44.806149
895,44.843292
896,44.892069
897,44.942860
898,44.992734
899,45.031350
900,45.066855
901,45.119509
902,45.166488
903,45.216126
904,45.251469
905,45.300188
906,45.350526
907,45.399835
908,45.448824
909,45.499891
910,45.546823
911,45.580574
912,45.619126
913,45.670009
914,45.719284
915,45.770911
916,45.820650
917,45.872232
918,45.919586
919,45.968940
920,46.019449
921,46.068733
922,46.119935
923,46.169658
924,46.218443
925,46.270715
926,46.308331
927,46.356867
928,46.407552
929,46.455637
930,46.491652
931,46.540880
932,46.591608
933,46.641110
934,46.693383
935,46.745017
936,46.795790
937,46.846158
938,46.901757
939,46.946004
940,46.996547
941,47.046402
942,47.096204
943,47.164471
944,47.218326
945,47.269161
946,47.319101
947,47.366393
948,47.423019
949,47.471108
950,47.521428
951,47.571360
952,47.622164
953,47.670947
954,47.720770
955,47.772250
956,47.811397
957,47.859883
958,47.913275
959,47.958038
960,48.016519
961,48.066327
962,48.121076
963,48.171992
964,48.219201
965,48.271936
966,48.321375
967,48.371950
968,48.422353
969,48.473834
