frame_index,timestamp_s
0,2.462542
1,2.493794
2,2.531553
3,2.591291
4,2.647066
5,2.705308
6,2.733311
7,2.764318
8,2.804327
9,2.838335
10,2.871342
11,2.909351
12,2.944359
13,2.993370
14,3.019376
15,3.054384
16,3.090392
17,3.126400
18,3.162408
19,3.195416
20,3.230424
21,3.267432
22,3.301440
23,3.336448
24,3.371455
25,3.417971
26,3.462732
27,3.509610
28,3.562996
29,3.608612
30,3.647372
31,3.694251
32,3.747638
33,3.793790
34,3.847679
35,3.897815
36,3.947711
37,3.994531
38,4.047916
39,4.094797
40,4.150106
41,4.194862
42,4.255261
43,4.348401
44,4.379532
45,4.426415
46,4.464177
47,4.523565
48,4.548705
49,4.594970
50,4.648856
51,4.695733
52,4.749119
53,4.795769
54,4.849154
55,4.898824
56,4.949216
57,4.994980
58,5.049368
59,5.096246
60,5.150166
61,5.200549
62,5.262312
63,5.309190
64,5.365578
65,5.416485
66,5.465877
67,5.512752
68,5.566145
69,5.603571
70,5.650448
71,5.697323
72,5.750726
73,5.788824
74,5.850713
75,5.899361
76,5.950758
77,6.004641
78,6.050923
79,6.097801
80,6.152189
81,6.205076
82,6.255360
83,6.302243
84,6.351623
85,6.406485
86,6.451761
87,6.498639
88,6.552031
89,6.607249
90,6.652018
91,6.698900
92,6.753305
93,6.807690
94,6.852451
95,6.900758
96,6.952651
97,7.008072
98,7.052832
99,7.099712
100,7.153109
101,7.208527
102,7.257348
103,7.304228
104,7.353114
105,7.408510
106,7.453271
107,7.500150
108,7.553547
109,7.608941
110,7.653721
111,7.700601
112,7.754008
113,7.808906
114,7.854161
115,7.901423
116,7.954326
117,8.009755
118,8.054538
119,8.101422
120,8.154666
121,8.209553
122,8.245698
123,8.294170
124,8.355053
125,8.410438
126,8.455208
127,8.508116
128,8.555509
129,8.611725
130,8.655501
131,8.702384
132,8.755768
133,8.812493
134,8.855760
135,8.902405
136,8.955807
137,9.012534
138,9.055803
139,9.102682
140,9.155909
141,9.212792
142,9.250439
143,9.297319
144,9.356210
145,9.413109
146,9.456364
147,9.503242
148,9.556643
149,9.613538
150,9.656796
151,9.703674
152,9.757074
153,9.815905
154,9.857163
155,9.906015
156,9.957437
157,10.016158
158,10.057418
159,10.104294
160,10.157705
161,10.219086
162,10.262362
163,10.309242
164,10.358132
165,10.404719
166,10.458106
167,10.504983
168,10.558384
169,10.606092
170,10.658482
171,10.705361
172,10.758770
173,10.806662
174,10.859052
175,10.908703
176,10.959097
177,11.006479
178,11.059372
179,11.106250
180,11.159673
181,11.207611
182,11.266510
183,11.313389
184,11.360154
185,11.407031
186,11.476057
187,11.508463
188,11.543470
189,11.579479
190,11.615487
191,11.652496
192,11.687503
193,11.722511
194,11.760520
195,11.797529
196,11.830536
197,11.866544
198,11.903056
199,11.938064
200,11.973071
201,12.008079
202,12.049466
203,12.096346
204,12.146129
205,12.193012
206,12.247092
207,12.282416
208,12.329292
209,12.377679
210,12.424557
211,12.466329
212,12.524215
213,12.562481
214,12.609355
215,12.651999
216,12.698880
217,12.745757
218,12.794143
219,12.841020
220,12.884122
221,12.927523
222,12.978931
223,13.025810
224,13.069469
225,13.116347
226,13.163662
227,13.210535
228,13.270454
229,13.317335
230,13.364102
231,13.410981
232,13.471942
233,13.518810
234,13.564584
235,13.611467
236,13.672689
237,13.719567
238,13.764841
239,13.811719
240,13.873455
241,13.911310
242,13.965204
243,14.012082
244,14.073480
245,14.120358
246,14.165631
247,14.212508
248,14.274484
249,14.321362
250,14.365623
251,14.412502
252,14.459590
253,14.506470
254,14.565859
255,14.612736
256,14.659502
257,14.708162
258,14.750806
259,14.797687
260,14.844570
261,14.893746
262,14.944467
263,14.982235
264,15.044733
265,15.095564
266,15.151341
267,15.198223
268,15.245012
269,15.280273
270,15.327151
271,15.367411
272,15.414291
273,15.466506
274,15.513391
275,15.567775
276,15.614655
277,15.668056
278,15.719276
279,15.768154
280,15.815034
281,15.868437
282,15.913082
283,15.968473
284,16.015352
285,16.068770
286,16.120492
287,16.168769
288,16.215641
289,16.253310
290,16.290575
291,16.337453
292,16.384839
293,16.431722
294,16.493452
295,16.540335
296,16.585111
297,16.631989
298,16.669752
299,16.708592
300,16.769995
301,16.816869
302,16.870256
303,16.916829
304,16.970225
305,17.017105
306,17.070495
307,17.111215
308,17.170510
309,17.217390
310,17.255021
311,17.296334
312,17.343212
313,17.386479
314,17.433353
315,17.471123
316,17.511394
317,17.571288
318,17.633184
319,17.671451
320,17.716218
321,17.771605
322,17.818484
323,17.871890
324,17.920097
325,17.971992
326,18.018875
327,18.072277
328,18.117865
329,18.172168
330,18.219043
331,18.256721
332,18.302491
333,18.349371
334,18.388142
335,18.450640
336,18.503251
337,18.550130
338,18.588391
339,18.650895
340,18.673031
341,18.706776
342,18.742785
343,18.776793
344,18.813801
345,18.846808
346,18.883816
347,18.917824
348,18.953832
349,18.989841
350,19.024849
351,19.059858
352,19.094865
353,19.129872
354,19.164881
355,19.207941
356,19.258073
357,19.306494
358,19.353373
359,19.405261
360,19.452140
361,19.489906
362,19.538605
363,19.590064
364,19.636942
365,19.674701
366,19.723989
367,19.774875
368,19.821752
369,19.875140
370,19.920904
371,19.956698
372,20.006585
373,20.053463
374,20.091224
375,20.140111
376,20.175879
377,20.222761
378,20.275905
379,20.324838
380,20.375739
381,20.422620
382,20.476002
383,20.524923
384,20.576312
385,20.623186
386,20.676575
387,20.725475
388,20.776865
389,20.823739
390,20.877127
391,20.919987
392,20.961342
393,21.008230
394,21.055111
395,21.092877
396,21.142419
397,21.177231
398,21.224105
399,21.261512
400,21.311437
401,21.358315
402,21.408700
403,21.455579
404,21.493340
405,21.543557
406,21.593441
407,21.640321
408,21.678080
409,21.728797
410,21.778184
411,21.825062
412,21.878448
413,21.922225
414,21.959024
415,22.009912
416,22.056791
417,22.094557
418,22.130179
419,22.178993
420,22.225869
421,22.263370
422,22.315304
423,22.362181
424,22.410569
425,22.457444
426,22.516420
427,22.547672
428,22.579929
429,22.634839
430,22.680100
431,22.717449
432,22.753708
433,22.795978
434,22.842856
435,22.880643
436,22.922308
437,22.965129
438,23.012015
