__UUID4__;da2aa5e3-80f9-4d6e-9f08-c62b0ec11b05
__CREATED-ON__;2026-09-18 17:04:41.642538
__DEF-URL__;http://pybpod-api.readthedocs.org
__DEF-TEXT__;This file contains data recorded during a session from the PyBpod system
__SOFTWARE__;PyBpod API v1.8.2
__HAS-HEADER__
TYPE;PC-TIME;BPOD-INITIAL-TIME;BPOD-FINAL-TIME;MSG;+INFO
VAL;2026-09-18 17:04:56.672685;;;WHEEL_POS;5.329,0.00
VAL;2026-09-18 17:04:56.688314;;;WHEEL_POS;5.345,0.00
VAL;2026-09-18 17:04:56.735197;;;WHEEL_POS;5.392,0.00
VAL;2026-09-18 17:04:56.750818;;;WHEEL_POS;5.407,0.00
VAL;2026-09-18 17:04:56.788541;;;WHEEL_POS;5.445,0.00
VAL;2026-09-18 17:04:56.824868;;;WHEEL_POS;5.481,0.00
VAL;2026-09-18 17:04:56.842500;;;WHEEL_POS;5.499,0.00
VAL;2026-09-18 17:04:56.889273;;;WHEEL_POS;5.546,0.00
VAL;2026-09-18 17:04:56.904902;;;WHEEL_POS;5.561,0.00
VAL;2026-09-18 17:04:56.936158;;;WHEEL_POS;5.593,0.00
VAL;2026-09-18 17:04:56.967407;;;WHEEL_POS;5.624,0.00
VAL;2026-09-18 17:04:56.994451;;;WHEEL_POS;5.651,0.00
VAL;2026-09-18 17:04:57.010081;;;WHEEL_POS;5.667,0.00
VAL;2026-09-18 17:04:57.041259;;;WHEEL_POS;5.698,0.00
VAL;2026-09-18 17:04:57.056885;;;WHEEL_POS;5.713,0.00
VAL;2026-09-18 17:04:57.089155;;;WHEEL_POS;5.746,0.00
VAL;2026-09-18 17:04:57.120406;;;WHEEL_POS;5.777,0.00
VAL;2026-09-18 17:04:57.151664;;;WHEEL_POS;5.808,0.00
VAL;2026-09-18 17:04:57.205048;;;WHEEL_POS;5.861,0.00
VAL;2026-09-18 17:04:57.225491;;;WHEEL_POS;5.882,0.00
VAL;2026-09-18 17:04:57.242122;;;WHEEL_POS;5.899,0.00
VAL;2026-09-18 17:04:57.273899;;;WHEEL_POS;5.930,0.00
VAL;2026-09-18 17:04:57.289528;;;WHEEL_POS;5.946,0.00
VAL;2026-09-18 17:04:57.336412;;;WHEEL_POS;5.993,0.00
VAL;2026-09-18 17:04:57.352037;;;WHEEL_POS;6.008,0.00
VAL;2026-09-18 17:04:57.389793;;;WHEEL_POS;6.046,0.00
VAL;2026-09-18 17:04:57.426049;;;WHEEL_POS;6.082,0.00
